Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01355.01","Blueberries","2021","2021","7021","Annual value","USD","1732.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01212","Cabbages","2021","2021","7021","Annual value","USD","510.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01195","Canary seed","2021","2021","7021","Annual value","USD","614","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2021","2021","7021","Annual value","USD","473.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2021","2021","7021","Annual value","USD","311.2","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2021","2021","7021","Annual value","USD","1030.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01344.02","Cherries","2021","2021","7021","Annual value","USD","3482.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2021","2021","7021","Annual value","USD","599.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","7021","Annual value","USD","1047.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01355.02","Cranberries","2021","2021","7021","Annual value","USD","697.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2021","2021","7021","Annual value","USD","655.2","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01330","Grapes","2021","2021","7021","Annual value","USD","1583.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01290.01","Green corn (maize)","2021","2021","7021","Annual value","USD","352.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01252","Green garlic","2021","2021","7021","Annual value","USD","9405.2","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","2180.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2021","2021","7021","Annual value","USD","1692.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01704","Lentils, dry","2021","2021","7021","Annual value","USD","620.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2021","2021","7021","Annual value","USD","896.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01441","Linseed","2021","2021","7021","Annual value","USD","695","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","211.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2468.2","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1977.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1530.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2985.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2105.5","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01270","Mushrooms and truffles","2021","2021","7021","Annual value","USD","3782.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01442","Mustard seed","2021","2021","7021","Annual value","USD","841.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0117","Oats","2021","2021","7021","Annual value","USD","220.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","405","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2021","2021","7021","Annual value","USD","641.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2021","2021","7021","Annual value","USD","1878.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01342.01","Pears","2021","2021","7021","Annual value","USD","1115.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01705","Peas, dry","2021","2021","7021","Annual value","USD","294.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01242","Peas, green","2021","2021","7021","Annual value","USD","446.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2021","2021","7021","Annual value","USD","2255.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","275","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2021","2021","7021","Annual value","USD","358.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2021","2021","7021","Annual value","USD","531","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2021","2021","7021","Annual value","USD","3867","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","622.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0116","Rye","2021","2021","7021","Annual value","USD","201.4","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01344.01","Sour cherries","2021","2021","7021","Annual value","USD","1404","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","444.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01215","Spinach","2021","2021","7021","Annual value","USD","1905.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01354","Strawberries","2021","2021","7021","Annual value","USD","4367.1","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2021","2021","7021","Annual value","USD","568","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","181.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2021","2021","7021","Annual value","USD","5104.2","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01221","Watermelons","2021","2021","7021","Annual value","USD","473.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","256.9","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","812","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2021","2021","7021","Annual value","USD","772.7","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","393.9","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","0118","Millet","2021","2021","7021","Annual value","USD","442.8","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","980.4","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","01444","Sesame seed","2021","2021","7021","Annual value","USD","819.8","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","0114","Sorghum","2021","2021","7021","Annual value","USD","305.2","A","Official figure"
"PP","Producer Prices","148","Chad","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","633.6","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01341","Apples","2021","2021","7021","Annual value","USD","851.7","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01343","Apricots","2021","2021","7021","Annual value","USD","1593.1","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01216","Artichokes","2021","2021","7021","Annual value","USD","3207.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01211","Asparagus","2021","2021","7021","Annual value","USD","2784.4","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01311","Avocados","2021","2021","7021","Annual value","USD","4433.4","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","252.9","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","2408.8","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01243","Broad beans and horse beans, green","2021","2021","7021","Annual value","USD","830.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01212","Cabbages","2021","2021","7021","Annual value","USD","2342","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2021","2021","7021","Annual value","USD","1880.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2021","2021","7021","Annual value","USD","394.8","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2021","2021","7021","Annual value","USD","1961.6","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01344.02","Cherries","2021","2021","7021","Annual value","USD","2760.4","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2021","2021","7021","Annual value","USD","1898.2","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","7021","Annual value","USD","2330.2","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01355.02","Cranberries","2021","2021","7021","Annual value","USD","5799.5","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2021","2021","7021","Annual value","USD","657.8","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01315","Figs","2021","2021","7021","Annual value","USD","2330.7","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01330","Grapes","2021","2021","7021","Annual value","USD","1837.9","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01252","Green garlic","2021","2021","7021","Annual value","USD","1956.9","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","21118.01b","Horse meat, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1314.4","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01352","Kiwi fruit","2021","2021","7021","Annual value","USD","1414","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2021","2021","7021","Annual value","USD","895.5","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01704","Lentils, dry","2021","2021","7021","Annual value","USD","1876.9","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2021","2021","7021","Annual value","USD","1018","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","299.7","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","7021","Annual value","USD","5625.1","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2142.8","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","7021","Annual value","USD","2735.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1509.4","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","0117","Oats","2021","2021","7021","Annual value","USD","278.5","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","421","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01323","Oranges","2021","2021","7021","Annual value","USD","943.2","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2021","2021","7021","Annual value","USD","1559.6","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01317","Papayas","2021","2021","7021","Annual value","USD","2735.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2021","2021","7021","Annual value","USD","1602.9","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01342.01","Pears","2021","2021","7021","Annual value","USD","762.9","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01705","Peas, dry","2021","2021","7021","Annual value","USD","1636.4","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01242","Peas, green","2021","2021","7021","Annual value","USD","1378.5","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01359.01","Persimmons","2021","2021","7021","Annual value","USD","1091.8","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2021","2021","7021","Annual value","USD","906.5","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2021","2021","7021","Annual value","USD","1204.4","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","434.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2021","2021","7021","Annual value","USD","554.2","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01342.02","Quinces","2021","2021","7021","Annual value","USD","1071.2","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2021","2021","7021","Annual value","USD","5796.2","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","420.6","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","303","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01215","Spinach","2021","2021","7021","Annual value","USD","890.1","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01354","Strawberries","2021","2021","7021","Annual value","USD","2171.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01801","Sugar beet","2021","2021","7021","Annual value","USD","45.1","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2021","2021","7021","Annual value","USD","917","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","855.9","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2021","2021","7021","Annual value","USD","2559.3","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","01221","Watermelons","2021","2021","7021","Annual value","USD","1117.7","A","Official figure"
"PP","Producer Prices","152","Chile","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","306.2","A","Official figure"
"PP","Producer Prices","344","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","9804.1","A","Official figure"
"PP","Producer Prices","344","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","6383.4","A","Official figure"
"PP","Producer Prices","344","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","5518.9","A","Official figure"
"PP","Producer Prices","344","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","01329","Other citrus fruit, n.e.c.","2021","2021","7021","Annual value","USD","2315.6","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01341","Apples","2021","2021","7021","Annual value","USD","800.9","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01312","Bananas","2021","2021","7021","Annual value","USD","678.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2021","2021","7021","Annual value","USD","679.9","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2021","2021","7021","Annual value","USD","387.6","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2021","2021","7021","Annual value","USD","611.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01199.90","Cereals n.e.c.","2021","2021","7021","Annual value","USD","433.7","I","Imputed value"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01344.02","Cherries","2021","2021","7021","Annual value","USD","6190.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","7021","Annual value","USD","1413.9","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","7021","Annual value","USD","773.3","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2021","2021","7021","Annual value","USD","570.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01314","Dates","2021","2021","7021","Annual value","USD","2450.8","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2021","2021","7021","Annual value","USD","560.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01657","Ginger, raw","2021","2021","7021","Annual value","USD","1133.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01330","Grapes","2021","2021","7021","Annual value","USD","1298.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01252","Green garlic","2021","2021","7021","Annual value","USD","739","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2021","2021","7021","Annual value","USD","1842.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","1121.8","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01352","Kiwi fruit","2021","2021","7021","Annual value","USD","907","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2021","2021","7021","Annual value","USD","579.3","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2021","2021","7021","Annual value","USD","1001","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2021","2021","7021","Annual value","USD","633.3","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","431.5","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01316","Mangoes, guavas and mangosteens","2021","2021","7021","Annual value","USD","1463.9","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21112","Meat of buffalo, fresh or chilled","2021","2021","7021","Annual value","USD","9213.4","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21112b","Meat of buffalo, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","3192.3","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","3396.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2021","2021","7021","Annual value","USD","1966.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1251.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21122b","Meat of ducks, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2726.4","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21123b","Meat of geese, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","3250","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","7021","Annual value","USD","3399.8","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2778.1","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21114b","Meat of rabbits and hares, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2981.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2021","2021","7021","Annual value","USD","8787.6","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","5890.5","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01270","Mushrooms and truffles","2021","2021","7021","Annual value","USD","1020.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2021","2021","7021","Annual value","USD","349.1","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01323","Oranges","2021","2021","7021","Annual value","USD","730.1","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2021","2021","7021","Annual value","USD","887.1","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2021","2021","7021","Annual value","USD","777.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01342.01","Pears","2021","2021","7021","Annual value","USD","727.1","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01242","Peas, green","2021","2021","7021","Annual value","USD","806.4","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01359.01","Persimmons","2021","2021","7021","Annual value","USD","570.8","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01318","Pineapples","2021","2021","7021","Annual value","USD","681.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2021","2021","7021","Annual value","USD","1062.8","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","199.9","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2021","2021","7021","Annual value","USD","381.5","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2021","2021","7021","Annual value","USD","1842.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","665.2","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","422","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01444","Sesame seed","2021","2021","7021","Annual value","USD","2241.3","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","1333","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01215","Spinach","2021","2021","7021","Annual value","USD","769.8","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01354","Strawberries","2021","2021","7021","Annual value","USD","2667.9","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01802","Sugar cane","2021","2021","7021","Annual value","USD","341.7","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2021","2021","7021","Annual value","USD","1333","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01550","Taro","2021","2021","7021","Annual value","USD","632.8","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","526","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2021","2021","7021","Annual value","USD","2216.6","A","Official figure"
"PP","Producer Prices","156","China, mainland","5532","Producer Price (USD/tonne)","01221","Watermelons","2021","2021","7021","Annual value","USD","532.5","A","Official figure"
